metric,metricType,metricDisplayName,metricExplanatory,parentKPI,Category,SunburstCode,SunburstWeight,normalBottom,normalTop,lowBottom,lowTop,midBottom,midTop,highBottom,highTop
lostTcpPackets,counter,Lost Tcp Packets,Number of lost Tcp Packets,tcpPacketLossRate,Retainability,Retainability-Data Packet Loss Rate (%)-Lost Tcp Packets,20608.61538,,,,,,,,
usersLostTcpPackets,counter,Users Lost Tcp Packets,Number of users Lost Tcp Packets,tcpPacketLossRate,Retainability,Retainability-Data Packet Loss Rate (%)-Users Lost Tcp Packets,20608.61538,,,,,,,,
usersTcpPacketsTransmittedDl,counter,Users Tcp Packets Transmitted Dl,Number of users Tcp Packets Transmitted Dl,tcpPacketLossRate,Retainability,Retainability-Data Packet Loss Rate (%)-Users Tcp Packets Transmitted Dl,20608.61538,,,,,,,,
voLteCallAnswer,counter,voLTE Call Answer,Number of voLTE Call Answer,voLteDropCallRate,Retainability,Retainability-vOLTE Dropped Calls (%)-voLTE Call Answer,20608.61538,,,,,,,,
usersVoLteDropCall,counter,Users voLTE Drop Call,Number of users voLTE Drop Call,voLteDropCallRate,Retainability,Retainability-vOLTE Dropped Calls (%)-Users voLTE Drop Call,20608.61538,,,,,,,,
voLteDropCall,counter,voLTE Drop Call,Number of voLTE Drop Call,voLteDropCallRate,Retainability,Retainability-vOLTE Dropped Calls (%)-voLTE Drop Call,20608.61538,,,,,,,,
usersVoLteCallAnswer,counter,Users voLTE Call Answer,Number of users voLTE Call Answer,voLteDropCallRate,Retainability,Retainability-vOLTE Dropped Calls (%)-Users voLTE Call Answer,20608.61538,,,,,,,,
httpRequests,counter,HTTP Requests,Number of HTTP Requests,averageApplicationResponseTime,Service Accessibility,Service Accessibility-Application Response Time (s)-HTTP Requests,9922.666667,,,,,,,,
httpResponsesWithResponseTimeThresholdViolation,counter,HTTP Responses With Response Time Threshold Violation,Number of HTTP responses that are slower than the set threshold,averageApplicationResponseTime,Service Accessibility,Service Accessibility-Application Response Time (s)-HTTP Responses With Response Time Threshold Violation,9922.666667,,,,,,,,
httpResponsesPerDelay,counter,HTTP Responses Per Delay,Number of HTTP responses in each time bucket,averageApplicationResponseTime,Service Accessibility,Service Accessibility-Application Response Time (s)-HTTP Responses Per Delay,9922.666667,,,,,,,,
usersHttpResponsesPerDelay,counter,Users HTTP Responses Per Delay,Number of users experiencing the HTTP responses in each time bucket,averageApplicationResponseTime,Service Accessibility,Service Accessibility-Application Response Time (s)-Users HTTP Responses Per Delay,9922.666667,,,,,,,,
usersHttpResponses,counter,Users HTTP Responses,Number of users with successful HTTP responses,averageApplicationResponseTime,Service Accessibility,Service Accessibility-Application Response Time (s)-Users HTTP Responses,9922.666667,,,,,,,,
httpResponses,counter,HTTP Responses,Number of HTTP responses in each time bucket,averageApplicationResponseTime,Service Accessibility,Service Accessibility-Application Response Time (s)-HTTP Responses,9922.666667,,,,,,,,
usersHttpRequests,counter,Users HTTP Requests,Number of users with HTTP Requests,averageApplicationResponseTime,Service Accessibility,Service Accessibility-Application Response Time (s)-Users HTTP Requests,9922.666667,,,,,,,,
usersHttpResponseTimeThresholdViolation,counter,Users HTTP Response Time Threshold Violation,Number of users experiencing HTTP responses that are slower than the set threshold value,averageApplicationResponseTime,Service Accessibility,Service Accessibility-Application Response Time (s)-Users HTTP Response Time Threshold Violation,9922.666667,,,,,,,,
httpResponsesWithTimeToStartThresholdViolation,counter,HTTP Responses With Time To Start Threshold Violation,Number of HTTP Responses With Time To Start Threshold Violation,averageTimeToStart,Service Accessibility,Service Accessibility-Time to Start (s)-HTTP Responses With Time To Start Threshold Violation,9922.666667,,,,,,,,
usersHttpResponsesWithTimeToStartThresholdViolation,counter,Users HTTP Responses With Time To Start Threshold Violation,Number of users HTTP Responses With Time To Start Threshold Violation,averageTimeToStart,Service Accessibility,Service Accessibility-Time to Start (s)-Users HTTP Responses With Time To Start Threshold Violation,9922.666667,,,,,,,,
usersSuccessfulHttpResponses,counter,Users Successful HTTP Responses,Number of users Successful HTTP Responses,averageTimeToStart,Service Accessibility,Service Accessibility-Time to Start (s)-Users Successful HTTP Responses,9922.666667,,,,,,,,
httpResponsesPerTimeToStart,counter,HTTP Responses Per Time To Start,Number of HTTP Responses Per Time To Start,averageTimeToStart,Service Accessibility,Service Accessibility-Time to Start (s)-HTTP Responses Per Time To Start,9922.666667,,,,,,,,
usersHttpResponsesPerTimeToStart,counter,Users HTTP Responses Per Time To Start,Number of users HTTP Responses Per Time To Start,averageTimeToStart,Service Accessibility,Service Accessibility-Time to Start (s)-Users HTTP Responses Per Time To Start,9922.666667,,,,,,,,
successfulHttpResponses,counter,Successful HTTP Responses,Number of successful HTTP Responses,averageTimeToStart,Service Accessibility,Service Accessibility-Time to Start (s)-Successful HTTP Responses,9922.666667,,,,,,,,
usersCsCallSetupAttempts,counter,Users Cs Call Setup Attempts,Number of users Cs Call Setup Attempts,csAverageCallSetupDelay,Service Accessibility,Service Accessibility-CS Call Connect Delay (ms)-Users Cs Call Setup Attempts,9922.666667,,,,,,,,
csAverageCallSetupPerDelayThresholdViolation,counter,Cs Average Call Setup Per Delay Threshold Violation,Number of cs Average Call Setup Per Delay Threshold Violation,csAverageCallSetupDelay,Service Accessibility,Service Accessibility-CS Call Connect Delay (ms)-Cs Average Call Setup Per Delay Threshold Violation,9922.666667,,,,,,,,
usersCsAverageCallSetupPerDelay,counter,Users Cs Average Call Setup Per Delay,Number of users Cs Average Call Setup Per Delay,csAverageCallSetupDelay,Service Accessibility,Service Accessibility-CS Call Connect Delay (ms)-Users Cs Average Call Setup Per Delay,9922.666667,,,,,,,,
userscsAverageCallSetupPerDelayThresholdViolation,counter,Userscs Average Call Setup Per Delay Threshold Violation,Number of userscs Average Call Setup Per Delay Threshold Violation,csAverageCallSetupDelay,Service Accessibility,Service Accessibility-CS Call Connect Delay (ms)-Userscs Average Call Setup Per Delay Threshold Violation,9922.666667,,,,,,,,
csCallSetupAttempts,counter,Cs Call Setup Attempts,Number of cs Call Setup Attempts,csAverageCallSetupDelay,Service Accessibility,Service Accessibility-CS Call Connect Delay (ms)-Cs Call Setup Attempts,9922.666667,,,,,,,,
csAverageCallSetupPerDelay,counter,Cs Average Call Setup Per Delay,Number of cs Average Call Setup Per Delay,csAverageCallSetupDelay,Service Accessibility,Service Accessibility-CS Call Connect Delay (ms)-Cs Average Call Setup Per Delay,9922.666667,,,,,,,,
csCallSetupAttemptsPerDelay,counter,Cs Call Setup Attempts Per Delay,Number of cs Call Setup Attempts Per Delay,csAverageCallSetupDelay,Service Accessibility,Service Accessibility-CS Call Connect Delay (ms)-Cs Call Setup Attempts Per Delay,9922.666667,,,,,,,,
userscsCallSetupFailures,counter,Userscs Call Setup Failures,Number of userscs Call Setup Failures,csCallSetupFailRate,Service Accessibility,Service Accessibility-CS Blocked Calls (%)-Userscs Call Setup Failures,9922.666667,,,,,,,,
csCallSetupAttempts,counter,Cs Call Setup Attempts,Number of cs Call Setup Attempts,csCallSetupFailRate,Service Accessibility,Service Accessibility-CS Blocked Calls (%)-Cs Call Setup Attempts,9922.666667,,,,,,,,
usersCsCallSetupAttempts,counter,Users Cs Call Setup Attempts,Number of users Cs Call Setup Attempts,csCallSetupFailRate,Service Accessibility,Service Accessibility-CS Blocked Calls (%)-Users Cs Call Setup Attempts,9922.666667,,,,,,,,
csCallSetupFailures,counter,Cs Call Setup Failures,Number of cs Call Setup Failures,csCallSetupFailRate,Service Accessibility,Service Accessibility-CS Blocked Calls (%)-Cs Call Setup Failures,9922.666667,,,,,,,,
usersHttpRequestsWithTimeout,counter,Users HTTP Requests With Timeout,Number of users HTTP Requests With Timeout,httpResponseFailRate,Service Accessibility,Service Accessibility-Web (HTTP) Response Fail Rate (%)-Users HTTP Requests With Timeout,9922.666667,,,,,,,,
usersHttpResponses,counter,Users HTTP Responses,Number of users HTTP Responses,httpResponseFailRate,Service Accessibility,Service Accessibility-Web (HTTP) Response Fail Rate (%)-Users HTTP Responses,9922.666667,,,,,,,,
httpResponses,counter,HTTP Responses,Number of HTTP Responses,httpResponseFailRate,Service Accessibility,Service Accessibility-Web (HTTP) Response Fail Rate (%)-HTTP Responses,9922.666667,,,,,,,,
usersPerHttpResponsesCauseCode,counter,Users Per HTTP Responses Cause Code,Number of users Per HTTP Responses Cause Code,httpResponseFailRate,Service Accessibility,Service Accessibility-Web (HTTP) Response Fail Rate (%)-Users Per HTTP Responses Cause Code,9922.666667,,,,,,,,
httpRequestsWithTimeout,counter,HTTP Requests With Timeout,Number of HTTP Requests With Timeout,httpResponseFailRate,Service Accessibility,Service Accessibility-Web (HTTP) Response Fail Rate (%)-HTTP Requests With Timeout,9922.666667,,,,,,,,
usersFailedHttpResponses,counter,Users Failed HTTP Responses,Number of users Failed HTTP Responses,httpResponseFailRate,Service Accessibility,Service Accessibility-Web (HTTP) Response Fail Rate (%)-Users Failed HTTP Responses,9922.666667,,,,,,,,
httpRequests,counter,HTTP Requests,Number of HTTP Requests,httpResponseFailRate,Service Accessibility,Service Accessibility-Web (HTTP) Response Fail Rate (%)-HTTP Requests,9922.666667,,,,,,,,
failedHttpResponses,counter,Failed HTTP Responses,Number of failed HTTP Responses,httpResponseFailRate,Service Accessibility,Service Accessibility-Web (HTTP) Response Fail Rate (%)-Failed HTTP Responses,9922.666667,,,,,,,,
httpResponsesPerCauseCode,counter,HTTP Responses Per Cause Code,Number of HTTP Responses Per Cause Code,httpResponseFailRate,Service Accessibility,Service Accessibility-Web (HTTP) Response Fail Rate (%)-HTTP Responses Per Cause Code,9922.666667,,,,,,,,
usersHttpRequests,counter,Users HTTP Requests,Number of users HTTP Requests,httpResponseFailRate,Service Accessibility,Service Accessibility-Web (HTTP) Response Fail Rate (%)-Users HTTP Requests,9922.666667,,,,,,,,
voLteCallSetupFailures,counter,voLTE Call Setup Failures,Number of voLTE Call Setup Failures,voLteCallSetupFailRate,Service Accessibility,Service Accessibility-voLTE Blocked Calls (%)-voLTE Call Setup Failures,9922.666667,,,,,,,,
voLteCallSetupAttempts,counter,voLTE Call Setup Attempts,Number of voLTE Call Setup Attempts,voLteCallSetupFailRate,Service Accessibility,Service Accessibility-voLTE Blocked Calls (%)-voLTE Call Setup Attempts,9922.666667,,,,,,,,
usersVoLteCallSetupFailures,counter,Users voLTE Call Setup Failures,Number of users voLTE Call Setup Failures,voLteCallSetupFailRate,Service Accessibility,Service Accessibility-voLTE Blocked Calls (%)-Users voLTE Call Setup Failures,9922.666667,,,,,,,,
usersVoLteCallSetupAttempts,counter,Users voLTE Call Setup Attempts,Number of users voLTE Call Setup Attempts,voLteCallSetupFailRate,Service Accessibility,Service Accessibility-voLTE Blocked Calls (%)-Users voLTE Call Setup Attempts,9922.666667,,,,,,,,
voLteConnectionPerDelayThresholdViolation,counter,voLTE Connection Per Delay Threshold Violation,Number of voLTE Connection Per Delay Threshold Violation,voLteConnectionDelay,Service Accessibility,Service Accessibility-voLTE Connection Delay (ms)-voLTE Connection Per Delay Threshold Violation,9922.666667,,,,,,,,
usersVoLteConnectionPerDelayThresholdViolation,counter,Users voLTE Connection Per Delay Threshold Violation,Number of users voLTE Connection Per Delay Threshold Violation,voLteConnectionDelay,Service Accessibility,Service Accessibility-voLTE Connection Delay (ms)-Users voLTE Connection Per Delay Threshold Violation,9922.666667,,,,,,,,
usersVoLteCallSetupAttempts,counter,Users voLTE Call Setup Attempts,Number of users voLTE Call Setup Attempts,voLteConnectionDelay,Service Accessibility,Service Accessibility-voLTE Connection Delay (ms)-Users voLTE Call Setup Attempts,9922.666667,,,,,,,,
usersVoLteConnectionPerDelay,counter,Users voLTE Connection Per Delay,Number of users voLTE Connection Per Delay,voLteConnectionDelay,Service Accessibility,Service Accessibility-voLTE Connection Delay (ms)-Users voLTE Connection Per Delay,9922.666667,,,,,,,,
voLteCallSetupAttempts,counter,voLTE Call Setup Attempts,Number of voLTE Call Setup Attempts,voLteConnectionDelay,Service Accessibility,Service Accessibility-voLTE Connection Delay (ms)-voLTE Call Setup Attempts,9922.666667,,,,,,,,
voLteConnectionPerDelay,counter,voLTE Connection Per Delay,Number of voLTE Connection Per Delay,voLteConnectionDelay,Service Accessibility,Service Accessibility-voLTE Connection Delay (ms)-voLTE Connection Per Delay,9922.666667,,,,,,,,
voLteConnectionDelay,counter,voLTE Connection Delay,Number of voLTE Connection Delay,voLteRegistrationFailRate,Service Accessibility,Service Accessibility-voLte Registration Fail (%)-voLTE Connection Delay,9922.666667,,,,,,,,
usersVoLteRegistrationAttempts,counter,Users voLTE Registration Attempts,Number of users voLTE Registration Attempts,voLteRegistrationFailRate,Service Accessibility,Service Accessibility-voLte Registration Fail (%)-Users voLTE Registration Attempts,9922.666667,,,,,,,,
usersVoLteRegistrationFailures,counter,Users voLTE Registration Failures,Number of users voLTE Registration Failures,voLteRegistrationFailRate,Service Accessibility,Service Accessibility-voLte Registration Fail (%)-Users voLTE Registration Failures,9922.666667,,,,,,,,
voLteRegistrationAttempts,counter,voLTE Registration Attempts,Number of voLTE Registration Attempts,voLteRegistrationFailRate,Service Accessibility,Service Accessibility-voLte Registration Fail (%)-voLTE Registration Attempts,9922.666667,,,,,,,,
voLteRegistrationFailures,counter,voLTE Registration Failures,Number of voLTE Registration Failures,voLteRegistrationFailRate,Service Accessibility,Service Accessibility-voLte Registration Fail (%)-voLTE Registration Failures,9922.666667,,,,,,,,
usersVoLteSrvccFailures,counter,Users voLTE Srvcc Failures,Number of users voLTE Srvcc Failures,voLteSrvccFailRate,Service Accessibility,Service Accessibility-voLte Srvcc Fail (%)-Users voLTE Srvcc Failures,9922.666667,,,,,,,,
voLteSrvccFailures,counter,voLTE Srvcc Failures,Number of voLTE Srvcc Failures,voLteSrvccFailRate,Service Accessibility,Service Accessibility-voLte Srvcc Fail (%)-voLTE Srvcc Failures,9922.666667,,,,,,,,
voLteSrvccAttempts,counter,voLTE Srvcc Attempts,Number of voLTE Srvcc Attempts,voLteSrvccFailRate,Service Accessibility,Service Accessibility-voLte Srvcc Fail (%)-voLTE Srvcc Attempts,9922.666667,,,,,,,,
usersVoLteSrvccAttempts,counter,Users voLTE Srvcc Attempts,Number of users voLTE Srvcc Attempts,voLteSrvccFailRate,Service Accessibility,Service Accessibility-voLte Srvcc Fail (%)-Users voLTE Srvcc Attempts,9922.666667,,,,,,,,
usersTcpPacketsTransmittedDl,counter,Users Tcp Packets Transmitted Dl,Number of users Tcp Packets Transmitted Dl,tcpVolumeDl,Usage,Usage-Data Volume Download (mb)-Users Tcp Packets Transmitted Dl,267912,,,,,,,,
